age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,study_efficiency,risk_score,social_stability,G1^2,G1_G2,G2^2,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,subject_portuguese
15,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14.0,14.0,14,2.0,0.025,3.0,196.0,196.0,196.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
15,2,2,1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,14.0,13.0,13,4.0,0.057,5.0,196.0,182.0,169.0,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
16,2,4,2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,14.0,12.0,13,2.0,0.035666666666666666,3.2,196.0,168.0,144.0,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
16,4,4,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,12.0,13.0,13,1.0,0.09633333333333335,3.0,144.0,156.0,169.0,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True
16,2,2,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,12.0,11.0,11,2.0,0.0,4.0,144.0,132.0,121.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
15,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,9.0,9.0,9,1.0,0.08566666666666668,5.0,81.0,81.0,81.0,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
15,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,10.0,11.0,11,2.0,0.0,4.0,100.0,110.0,121.0,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True
19,0,1,1,2,2,0,1,0,0,0,0,0,0,3,4,2,1,1,5,0,9.0,10.0,11,0.6666666666666666,0.26666666666666666,3.0,81.0,90.0,100.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
16,4,4,1,1,0,0,0,0,1,1,1,1,0,3,5,5,2,5,4,8,14.0,14.0,15,1.0,0.16766666666666669,3.0,196.0,196.0,196.0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
16,2,3,2,3,0,0,1,0,0,0,1,1,1,3,2,3,2,2,1,4,13.0,12.0,13,3.0,0.07133333333333333,2.4000000000000004,169.0,156.0,144.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
15,3,4,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,10.0,11.0,12,3.0,0.05,3.2,100.0,110.0,121.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
18,2,1,1,2,3,0,1,0,1,1,0,1,1,5,4,5,1,3,5,10,10.0,9.0,8,0.5,0.5033333333333334,4.0,100.0,90.0,81.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True
17,2,1,3,1,0,0,1,0,0,1,1,1,0,3,2,2,1,2,5,8,11.0,10.0,11,1.0,0.06766666666666668,3.0,121.0,110.0,100.0,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
15,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,6,11.0,12.0,13,1.0,0.057,3.2,121.0,132.0,144.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
17,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,13.0,12.0,12,1.0,0.060666666666666674,2.4000000000000004,169.0,156.0,144.0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
16,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,15.0,13.0,14,1.0,0.139,3.0,225.0,195.0,169.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
16,2,1,4,1,0,0,0,0,0,1,1,0,0,3,2,1,1,1,2,4,9.0,9.0,11,1.0,0.021333333333333336,3.0,81.0,81.0,81.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
16,2,2,1,1,1,0,0,0,0,1,1,0,0,5,3,4,1,1,5,12,13.0,11.0,11,0.5,0.19733333333333333,5.0,169.0,143.0,121.0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True
15,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,2,12.0,11.0,11,2.0,0.010666666666666668,4.0,144.0,132.0,121.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
15,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,4,13.0,14.0,15,3.0,0.021333333333333336,3.2,169.0,182.0,196.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
17,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,2,10.0,9.0,10,2.0,0.11066666666666668,5.0,100.0,90.0,81.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
16,1,1,4,2,0,0,1,0,0,1,1,0,0,5,1,3,1,1,3,0,14.0,13.0,13,2.0,0.0,5.0,196.0,182.0,169.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
18,3,1,2,1,0,0,0,0,1,1,1,1,1,3,3,4,4,5,4,2,11.0,11.0,12,1.0,0.18566666666666667,2.4000000000000004,121.0,121.0,121.0,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
18,3,2,1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,10,12.0,11.0,11,3.0,0.15333333333333335,3.2,144.0,132.0,121.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
16,1,1,2,1,0,0,1,0,1,1,1,0,1,3,3,3,1,2,1,8,12.0,11.0,11,1.0,0.06766666666666668,2.4000000000000004,144.0,132.0,121.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True
16,3,3,2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,4,9.0,9.0,10,1.0,0.021333333333333336,3.2,81.0,81.0,81.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
16,1,1,1,2,2,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,10.0,10.0,10,0.6666666666666666,0.31666666666666665,3.2,100.0,100.0,100.0,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
15,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,13.0,14.0,14,1.0,0.032,4.0,169.0,182.0,196.0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
15,1,1,3,1,1,0,0,0,1,1,1,1,1,5,5,5,1,1,1,2,8.0,9.0,9,0.5,0.144,4.0,64.0,72.0,81.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
15,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,6,9.0,11.0,11,4.0,0.032,2.0,81.0,99.0,121.0,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
15,3,3,1,2,0,0,0,0,0,0,1,0,1,1,3,2,2,3,1,24,9.0,8.0,9,2.0,0.203,0.8,81.0,72.0,64.0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True
16,4,4,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0,15.0,13.0,13,3.0,0.05,5.0,225.0,195.0,169.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
16,2,2,2,1,0,0,1,0,1,1,1,1,0,2,3,3,2,2,2,4,12.0,11.0,11,1.0,0.07133333333333333,2.0,144.0,132.0,121.0,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
15,4,4,1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2,13.0,13.0,13,3.0,0.010666666666666668,4.0,169.0,169.0,169.0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True
16,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4,10.0,11.0,11,1.0,0.12133333333333335,3.0,100.0,110.0,121.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
17,2,1,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,22,9.0,7.0,6,1.0,0.14233333333333334,5.0,81.0,63.0,49.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
15,1,1,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,12.0,12.0,12,2.0,0.025,4.0,144.0,144.0,144.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
15,2,1,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,11.0,10.0,10,1.0,0.0,3.2,121.0,110.0,100.0,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
15,3,2,1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2,11.0,11.0,11,1.0,0.144,3.0,121.0,121.0,121.0,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True
15,1,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,13.0,12.0,13,2.0,0.032,4.0,169.0,156.0,144.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
15,1,2,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,11.0,11.0,11,2.0,0.132,1.6,121.0,121.0,121.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
16,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,16,9.0,9.0,8,1.0,0.11033333333333334,2.4000000000000004,81.0,81.0,81.0,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
15,2,1,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12.0,11.0,11,1.0,0.125,4.0,144.0,132.0,121.0,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
18,1,1,1,1,2,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,11.0,9.0,0,0.3333333333333333,0.39166666666666666,1.6,121.0,99.0,81.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
16,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,9.0,10.0,10,0.5,0.31533333333333335,3.2,81.0,90.0,100.0,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
15,3,3,2,3,0,0,1,1,1,1,1,1,1,4,2,1,2,3,3,2,13.0,13.0,13,3.0,0.08566666666666668,3.2,169.0,169.0,169.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True
19,3,2,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,11.0,9.0,11,1.0,0.032,3.2,121.0,99.0,81.0,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
17,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,13.0,13.0,13,1.0,0.0,3.2,169.0,169.0,169.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True
15,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,7.0,8.0,8,2.0,0.0,4.0,49.0,56.0,64.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
17,1,2,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,9.0,8.0,10,0.25,0.5746666666666667,2.0,81.0,72.0,64.0,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
18,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,11.0,10.0,11,0.25,0.532,5.0,121.0,110.0,100.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
16,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,12.0,10.0,11,1.0,0.04633333333333334,4.0,144.0,120.0,100.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
16,3,3,1,2,1,0,1,0,0,1,1,1,1,4,5,5,4,4,5,0,10.0,10.0,1,1.0,0.2833333333333333,3.2,100.0,100.0,100.0,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
16,1,2,2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,9.0,8.0,10,0.3333333333333333,0.4166666666666667,4.0,81.0,72.0,64.0,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True
17,2,1,2,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8,8.0,8.0,9,0.5,0.22599999999999998,2.4000000000000004,64.0,64.0,64.0,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
17,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,7.0,6.0,8,0.6666666666666666,0.363,3.2,49.0,42.0,36.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
15,1,2,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,8.0,9.0,10,1.0,0.11066666666666668,4.0,64.0,72.0,81.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
16,1,3,1,1,1,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,9.0,8.0,8,0.5,0.219,5.0,81.0,72.0,64.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
17,1,1,4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8.0,8.0,8,2.0,0.1,4.0,64.0,64.0,64.0,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True
17,3,2,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,8.0,7.0,8,0.25,0.45333333333333337,4.0,64.0,56.0,49.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
16,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,9.0,10.0,11,2.0,0.1,4.0,81.0,90.0,100.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
16,4,2,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,17.0,17.0,18,2.0,0.0,3.2,289.0,289.0,289.0,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True
16,2,2,1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0,12.0,12.0,13,2.0,0.0,5.0,144.0,144.0,144.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
16,4,4,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,16.0,16.0,17,2.0,0.0,3.2,256.0,256.0,256.0,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True
16,3,4,3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,9.0,9.0,10,0.5,0.2546666666666667,3.0,81.0,81.0,81.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
16,1,0,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,16.0,17.0,18,2.0,0.0,3.2,256.0,272.0,289.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
17,4,4,1,2,0,0,1,0,1,1,1,1,0,4,4,4,1,3,5,0,11.0,9.0,10,2.0,0.05,4.0,121.0,99.0,81.0,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True
16,1,3,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,14.0,13.0,13,2.0,0.0,3.2,196.0,182.0,169.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True
16,3,3,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,14.0,14.0,15,2.0,0.0,4.0,196.0,196.0,196.0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
17,4,3,2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,10.0,11.0,11,2.0,0.15000000000000002,4.0,100.0,110.0,121.0,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True
16,2,2,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,13.0,12.0,14,2.0,0.07500000000000001,3.0,169.0,156.0,144.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True
17,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,11.0,9.0,10,2.0,0.09633333333333335,4.0,121.0,99.0,81.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
16,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,10.0,9.0,11,1.0,0.16766666666666669,3.2,100.0,90.0,81.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True
17,4,3,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,11.0,11.0,13,2.0,0.021333333333333336,4.0,121.0,121.0,121.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
16,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,11.0,10.0,11,2.0,0.09633333333333335,3.0,121.0,110.0,100.0,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True
16,3,3,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,11.0,12.0,13,2.0,0.025,3.2,121.0,132.0,144.0,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
17,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17.0,18.0,17,2.0,0.07500000000000001,5.0,289.0,306.0,324.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
17,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,14.0,13.0,14,2.0,0.2456666666666667,4.0,196.0,182.0,169.0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
16,3,2,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,14.0,15.0,16,2.0,0.06766666666666668,1.0,196.0,210.0,225.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
17,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,11.0,13.0,14,2.0,0.10700000000000001,3.2,121.0,143.0,169.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True
16,1,2,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,10.0,9.0,11,1.0,0.025,2.4000000000000004,100.0,90.0,81.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True
16,2,1,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,13.0,14.0,16,2.0,0.025,3.2,169.0,182.0,196.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
17,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12.0,13.0,14,2.0,0.10333333333333333,2.4000000000000004,144.0,156.0,169.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True
17,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,9.0,9.0,10,2.0,0.132,3.0,81.0,81.0,81.0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True
16,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12.0,12.0,13,2.0,0.032,4.0,144.0,144.0,144.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
17,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12.0,11.0,12,2.0,0.0,5.0,144.0,132.0,121.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
17,1,2,2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,10.0,11.0,12,2.0,0.26033333333333336,4.0,100.0,110.0,121.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True
16,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11.0,10.0,10,1.0,0.125,4.0,121.0,110.0,100.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True
16,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13.0,12.0,12,1.0,0.0,5.0,169.0,156.0,144.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
17,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14.0,15.0,16,2.0,0.04266666666666667,3.2,196.0,210.0,225.0,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
17,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13.0,13.0,14,1.0,0.04633333333333334,5.0,169.0,169.0,169.0,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True
16,3,3,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,16,10.0,11.0,12,1.0,0.23533333333333337,3.0,100.0,110.0,121.0,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
17,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,14.0,15.0,16,0.5,0.36833333333333335,4.0,196.0,210.0,225.0,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True
16,4,4,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11.0,10.0,11,2.0,0.025,4.0,121.0,110.0,100.0,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True
16,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14.0,14.0,15,2.0,0.11066666666666668,4.0,196.0,196.0,196.0,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True
16,2,3,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11.0,12.0,12,2.0,0.07133333333333333,4.0,121.0,132.0,144.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
17,1,1,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14.0,15.0,15,2.0,0.05,4.0,196.0,210.0,225.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
17,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,13.0,13.0,13,1.0,0.137,5.0,169.0,169.0,169.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
16,2,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13.0,13.0,13,4.0,0.032,5.0,169.0,169.0,169.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True
17,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8.0,9.0,8,1.5,0.333,3.2,64.0,72.0,81.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True
16,3,1,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,11.0,11.0,12,2.0,0.060666666666666674,2.0,121.0,121.0,121.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
16,4,3,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14.0,15.0,15,2.0,0.021333333333333336,0.8,196.0,210.0,225.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True
16,1,1,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,12.0,13.0,13,1.0,0.08566666666666668,4.0,144.0,156.0,169.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True
17,4,3,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11.0,12.0,12,3.0,0.0,3.2,121.0,132.0,144.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True
19,3,3,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12.0,12.0,12,4.0,0.04633333333333334,4.0,144.0,144.0,144.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True
17,4,4,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,13.0,12.0,12,2.0,0.255,4.0,169.0,156.0,144.0,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
16,2,2,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13.0,13.0,13,2.0,0.0,3.0,169.0,169.0,169.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True
18,2,2,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,12.0,11.0,11,2.0,0.15333333333333335,4.0,144.0,132.0,121.0,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
17,4,4,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12.0,11.0,11,1.0,0.057,5.0,144.0,132.0,121.0,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True
17,3,2,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14.0,16.0,15,2.0,0.060666666666666674,4.0,196.0,224.0,256.0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
17,4,3,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,11.0,9.0,10,2.0,0.18533333333333335,2.4000000000000004,121.0,99.0,81.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True
18,3,3,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10.0,10.0,10,2.0,0.15333333333333335,3.0,100.0,100.0,100.0,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
17,2,3,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12.0,13.0,13,1.0,0.09633333333333335,3.0,144.0,156.0,169.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
17,2,2,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12.0,12.0,13,3.0,0.0,4.0,144.0,144.0,144.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
17,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11.0,10.0,11,2.0,0.025,4.0,121.0,110.0,100.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True
17,1,1,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12.0,12.0,12,3.0,0.064,3.2,144.0,144.0,144.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True
16,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,13.0,13.0,14,2.0,0.0,2.0,169.0,169.0,169.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True
